Timestamp,Level,SourceNode,Component,Message
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
"2026-07-14 03:00:01,124","INFO","temp-load-test-500mb.log","com.tririga.platform.metadata.MetadataService","(Default Executor-thread-1) Loading Classifications metadata for cache refresh."
